3;23,593580595590886
4;23,593580595590886
5;23,593580595590886
6;23,593580595590886
7;32,70492156013006
8;24,203402632127204
9;24,048889404911154
10;24,150837574763887
11;24,258488722087822
12;24,339026587946098
13;24,392330446829565
14;24,423949116586734
15;24,43948839835508
16;24,443480490221916
17;24,43934291146472
18;24,517037396762753
19;24,597122704151243
20;24,65303173795697
21;24,690672324393994
22;24,714456649583134
23;24,727704040000106
24;24,732928619277196
25;24,73204648880837
26;24,726526196749838
27;24,7413791542121
28;24,77659987429216
29;24,80238932278357
30;24,82048742978693
31;24,83230456937907
32;24,83898828676498
33;24,84147559104059
34;24,840534117822646
35;24,83679467561442
36;24,830777093902576
37;24,84809208683767
38;24,863600401197708
39;24,874922910528035
40;24,882671164631
41;24,887366350090424
42;24,88945358864925
43;24,88931380494966
44;24,887273603891888
45;24,883613513909808
46;24,882824955429967
47;24,89371272208425
48;24,901961885378814
49;24,907891439124974
